,Title,Date_upload,Views,Likes,Month,Campus
1053,Technocrats Robotics | Clubs and Chapters | VIT Chennai,02-02-2021,3382,79,Feb,Chennai
1054,Photography Club | Clubs and Chapters | VIT Chennai,02-02-2021,10797,151,Feb,Chennai
1055,72nd Republic Day -VIT Chennai,26-01-2021,1160,32,Jan,Chennai
1056,Enactus VITC | Clubs and Chapters | VIT Chennai,18-01-2021,653,15,Jan,Chennai
1057,IIT PALS VITC | Clubs and Chapters | VIT Chennai,18-01-2021,481,11,Jan,Chennai
1058,Dramatics Club | Clubs and Chapters | VIT Chennai,12-01-2021,1718,27,Jan,Chennai
1059,Music Club | Clubs and Chapters | VIT Chennai,12-01-2021,2647,47,Jan,Chennai
1060,Zuura Formula Racing | Clubs and Chapters | VIT Chennai,07-01-2021,1293,47,Jan,Chennai
1061,VIT School of Law [VITSOL] | VIT Chennai,07-01-2021,10784,147,Jan,Chennai
1062,Dance Club | Clubs and Chapters | VIT Chennai,07-01-2021,2396,29,Jan,Chennai
1063,Event Manager's Club [EMC] | Clubs and Chapters | VIT Chennai,07-01-2021,1458,31,Jan,Chennai
1064,School of Mechanical and Building Sciences [SMBS] | VIT Chennai,31-12-2020,1070,12,Dec,Chennai
1065,School of Electrical Engineering [SELECT] | VIT Chennai,30-12-2020,1238,27,Dec,Chennai
1066,VIT Business School [VITBS] | VIT Chennai,30-12-2020,3526,46,Dec,Chennai
1067,VIT Fashion Institute of Technology Chennai [vFIT],30-12-2020,4417,38,Dec,Chennai
1068,School of Advanced Sciences [SAS] | VIT Chennai,30-12-2020,391,6,Dec,Chennai
1069,ANNUAL CONVOCATION 2020,29-12-2020,1862,22,Dec,Chennai
1070,The School of Electronics Engineering (SENSE) of VIT Chennai offers B. Tech programs in...,14-12-2020,3820,31,Dec,Chennai
1071,The School of Computing Science and Engineering (SCSE) of VIT Chennai offers a wide range...,13-12-2020,4143,27,Dec,Chennai
1072,VIT Chennai strives to provide a world class education with a cosmopolitan environment...,11-12-2020,10838,125,Dec,Chennai
1073,Online Classes at VIT Chennai,13-10-2020,4202,71,Oct,Chennai
1074,INTERNATIONAL CONFERENCE ON CURRENT TRENDS AND FUTURE CHALLENGES IN EDUCATION - INAUGURATION PROGRAM,07-10-2020,696,15,Oct,Chennai
1075,"""Mind Your Heart""  -  ""Healthy  Heart  for  Hearty  Health""",26-09-2020,1224,30,Sep,Chennai
1076,VIT Chennai 74th Independence Day,15-08-2020,2210,55,Aug,Chennai
1077,Reasons why one must join VIT Chennai's prestigious BBA(Hons.) program,28-03-2020,1496,10,Mar,Chennai
1078,BBA (Honours) 2+2 programme only at VIT Chennai,28-03-2020,1710,21,Mar,Chennai
1079,VIT Chennai Admission for BBA (Hons.) Apply Soon!,20-03-2020,435,2,Mar,Chennai
1080,Amazing Talented Girl Students | VIT Chennai Campus,17-03-2020,9674,135,Mar,Chennai
1081,BBA (2+2) twinning program | VIT Chennai Campus,16-03-2020,14696,13,Mar,Chennai
1082,Advanced BBA (Hons) Program | VIT Chennai Campus,11-03-2020,27673,21,Mar,Chennai
1083,Watch Special show on Vibrance 2020 of VIT Chennai,04-03-2020,8682,162,Mar,Chennai
1084,Official Teaser of VIBRANCE 2020 | VIT Chennai Campus,30-01-2020,90172,96,Jan,Chennai
1085,VIBRANCE 2020 | National Level Cultural & Sports Festival of VIT Chennai,30-01-2020,85891,41,Jan,Chennai
1086,VIT Chennai - Top Private Institution for Innovation in India,22-01-2020,42578,506,Jan,Chennai
1087,VIT Chennai University Convocation 2019,15-11-2019,8611,87,Nov,Chennai
1088,VIT Chennai Live Stream - Facilio_PreplacementTalk,14-08-2019,382,0,Aug,Chennai
1089,VIT Chennai University Day Speech & Award show Live Stream | UNIVERSITY DAY 2019,04-04-2019,2109,22,Apr,Chennai
1090,VIT Chennai Live Stream,21-02-2019,878,12,Feb,Chennai
1091,VIT Chennai Live Stream,21-02-2019,332,0,Feb,Chennai
1092,VIT Chennai Live Stream,21-02-2019,359,3,Feb,Chennai
1093,ANNUAL CONVOCATION 2018 - VIT Chennai,18-08-2018,9014,92,Aug,Chennai
1094,Ms Kadhambari S Viswanathan Speech | Assistant Vice President of VIT Bhopal | University Day 2017,28-03-2017,1903,21,Mar,Chennai
1095,"Dr G Viswanathan, VIT Founder & Chancellor Full Speech | VIT University Day",28-03-2017,605,4,Mar,Chennai
1096,Hip Hop Tamizha Adhi Speech | Tamil Pongal Day Celebrations Speech at VIT Chennai | Tamil Mandram,21-03-2017,50305,1609,Mar,Chennai
1097,24th Governor of Puducherry Dr Kiran Bedi Full Speech | VIT Annual Sports Day 2017,20-03-2017,743,8,Mar,Chennai
1098,24th Governor of Puducherry Dr Kiran Bedi Speech | VIT Chennai | University Day Promo,16-03-2017,196,5,Mar,Chennai
1099,VIT | Bhopal | Features | Infrastructure | Academics | Sports | Culture | 2024,22-02-2024,328,11,Feb,Bhopal
1100,"VIT | Bhopal | Journey | Infrastructure | 2017 to 2024 | ""A place to learn, Chance to Grow""",30-01-2024,851,30,Jan,Bhopal
1101,Unveiling adVITya 2024 - A sneak peek into a thrilling journey | VIT Bhopal | VITBPhotography 🔥🔥🔥,18-12-2023,4996,171,Dec,Bhopal
1102,"Celebrating Unity, Culture, and Young Talent at VIT Vellore | Speech | Ms. Kadhambari S Viswanathan",13-10-2023,473,9,Oct,Bhopal
1103,"Celebrating Unity, Culture, and Young Talent | VIT Vellore | Vice President | Mr. Sankar Viswanathan",13-10-2023,439,4,Oct,Bhopal
1104,"Celebrating Unity, Culture, and Young Talent at VIT Vellore | Chancellor | Dr. G. Viswanathan",13-10-2023,226,3,Oct,Bhopal
1105,"4th Convocation | VIT Bhopal | After Movie | Once a VITian, Always a VITian | Oct' 2023",11-10-2023,4233,131,Oct,Bhopal
1106,4th ANNUAL CONVOCATION - VIT BHOPAL,08-10-2023,7982,173,Oct,Bhopal
1107,4th ANNUAL CONVOCATION - VIT BHOPAL,08-10-2023,0,0,Oct,Bhopal
1108,Freshers | Induction | Programme | 2023 | VIT | AVP Madam | Speech,11-08-2023,3277,59,Aug,Bhopal
1109,Freshers | Induction | Programme | 2023 | VIT | VP Sir | Speech,11-08-2023,1660,18,Aug,Bhopal
1110,"VIT | Bhopal | Harmony Unveiled: A Cinematic Journey through our University Fest ""adVITya 2023""",19-05-2023,9436,207,May,Bhopal
1111,VIT | Bhopal | M.Tech | Integrated | 4+2 = 5 | Save | One | Year | B.Tech + M.Tech,11-05-2023,1366,19,May,Bhopal
1112,"VIT | Bhopal | Quick | View | Infrastructure | A Place to Learn, Chance to Grow",04-05-2023,4209,75,May,Bhopal
1113,Future Ready | VIT | Bhopal | University | Interview | Ms. Kadhambari S. Viswanathan | TIMES | NOW,02-05-2023,47746,253,May,Bhopal
1114,Dr. G. Viswanathan | Founder | Chancellor | VIT | Vellore | Bhopal | Chennai | AP | Biography,23-03-2023,1581,22,Mar,Bhopal
1115,Dr.G.Viswanathan | Chancellor | Ms.Kadhambari S Viswanathan | AVP | VIT | Photo Exhibition,12-03-2023,685,8,Mar,Bhopal
1116,ADVITYA 2023 INAUGURATION,08-02-2023,3501,82,Feb,Bhopal
1117,Global Tamil Startup Investors Summit | Kadhambari S. Viswanathan | Assistant Vice President | VIT,09-01-2023,731,4,Jan,Bhopal
1118,3rd ANNUAL CONVOCATION,14-09-2022,9104,251,Sep,Bhopal
1119,3rd ANNUAL CONVOCATION,14-09-2022,18162,640,Sep,Bhopal
1120,VIT Bhopal | Fifth | Year | Placement | Super | Dream | Offers | Abroad | Placements,13-08-2022,3643,70,Aug,Bhopal
1121,International | Relations | Cranfield University | Dr. Supriyo Ganguly | VIT BHOPAL,08-08-2022,984,18,Aug,Bhopal
1122,VITBhopal | Interactive | Session | Placed | Students | Super Dream | Companies | Microsoft | Byju's,08-08-2022,3700,95,Aug,Bhopal
1123,VIT | Bhopal | 2023 Passout | Placement | Phase - I | Best Institute | Central | India,26-07-2022,7172,61,Jul,Bhopal
1124,M.Tech | Integrated |  Computer Science & Engineering (Specialization in Cyber Security),15-07-2022,1971,34,Jul,Bhopal
1125,B.Tech Computer Science & Engineering (Specialization in Cyber Security & Digital Forensics),15-07-2022,2435,50,Jul,Bhopal
1126,B.Tech | ECE | AI & Cybernetics | VIT | Bhopal,15-07-2022,1094,20,Jul,Bhopal
1127,B.Tech | Electronics & Communication | Specialization in Artificial Intelligence & Cybernetics,13-07-2022,1562,18,Jul,Bhopal
1128,B.Tech | Computer Science & Engineering | Specialization in E-Commerce Technology,13-07-2022,1006,21,Jul,Bhopal
1129,B.Tech | Computer Science | Engineering | Specialization in Cloud Computing & Automation,13-07-2022,2392,43,Jul,Bhopal
1130,B.Tech | Computer Science | Engineering | VIT | Bhopal,13-07-2022,2046,37,Jul,Bhopal
1131,B.Tech | Electronics & Communication | Engineering | VIT | Bhopal,13-07-2022,429,10,Jul,Bhopal
1132,B.Tech | Computer Science & Engineering | Specialization in Health Informatics | VIT | Bhopal,13-07-2022,3077,36,Jul,Bhopal
1133,B.Tech | Mechanical Engineering | Specialization | Artificial Intelligence & Robotics | VIT | Bhopal,12-07-2022,1268,24,Jul,Bhopal
1134,Integrated | M.Tech | Artificial Intelligence | Machine | Learning | University | Central India,12-07-2022,1548,30,Jul,Bhopal
1135,B.Tech | Education | Technology | Best | University | Central | India,12-07-2022,323,6,Jul,Bhopal
1136,B.Tech | Artifical Intelligent | Machine | Learning | Best | University | Central | India,12-07-2022,650,14,Jul,Bhopal
1137,VIT | Bhopal | Mechanical | Department | Team | GarVIT | Winner | Competitions,10-07-2022,1367,41,Jul,Bhopal
1138,B.Tech | Mechanical | AI | Robotics | Best | College | Central | India,09-07-2022,699,13,Jul,Bhopal
1139,M.Sc | Bio | Technology | VIT | Bhopal | Best | Institute | Central | India,08-07-2022,560,7,Jul,Bhopal
1140,Gaming | Technology | VIT | Bhopal | Best | Institute | Central | India,08-07-2022,2796,38,Jul,Bhopal
1141,B.Arch | Admission | New | Eligibility | Criteria | 2022 | VIT | Bhopal,07-07-2022,2075,48,Jul,Bhopal
1142,Bio | Engineering | Specially | Designed | PCB | Students | Get | Best | Placement,07-07-2022,1405,22,Jul,Bhopal
1143,Aerospace | Department | VIT | Bhopal | Central | India | Best | Institute,06-07-2022,199227,77,Jul,Bhopal
1144,VIT | BHOPAL | B.Arch | Infrastructure | Admissions | Best College |,05-07-2022,741,15,Jul,Bhopal
1145,"Placement | Dr.V.Samuel Rajkumar | Director, Career Development Centre | VIT Bhopal",05-07-2022,3145,40,Jul,Bhopal
1146,B Tech | Computer Science & Engineering | Specialization in Education Technology | VIT Bhopal,05-07-2022,649,18,Jul,Bhopal
1147,Team AVITAR | School of Mechanical Engineering | VIT BHOPAL |,04-07-2022,535,41,Jul,Bhopal
1148,VITEEE 2022 | Feedback | Review | Parent | VIT Bhopal | Future | Courses |,04-07-2022,3711,46,Jul,Bhopal
1149,VIT Bhopal University | Campus & Placements | G. Viswanathan | Kadhambari Viswanathan,19-06-2022,18522,151,Jun,Bhopal
1150,About VIT Bhopal,26-05-2022,4785,118,May,Bhopal
1151,House Warming Ceremony- Quarter Key handover,23-04-2022,796,15,Apr,Bhopal
1152,Placement Testimonial VIT Bhopal University | Mrunal Gawande | VLSI,02-04-2022,1203,8,Apr,Bhopal
1153,Placement Testimonial VIT Bhopal University | Neha Pandey | MCA,02-04-2022,1230,19,Apr,Bhopal
1154,Placement Testimonial VIT Bhopal University | Pratiksha Dhake | VLSI,02-04-2022,1831,38,Apr,Bhopal
1155,Placement Testimonial VIT Bhopal University | Devendra Singh Patel | MCA,02-04-2022,1591,21,Apr,Bhopal
1156,Placement Testimonial VIT Bhopal | Mehuli Roy | MCA,02-04-2022,1732,24,Apr,Bhopal
1157,"NSD2022- E-Exhibition-Organic Pesticides for Brinjal Plant-G RAVINDIRAN, R VETRISELVAN",09-03-2022,206,22,Mar,Bhopal
1158,NSD2022: Speak for Change - Sneha,09-03-2022,2019,426,Mar,Bhopal
1159,"NSD2022- E-Exhibition -Junk Food reduces life span- M. Bose, V. Jenithil",05-03-2022,192,49,Mar,Bhopal
1160,"NSD2022: E-Exhibition-Appropriate Technology for Sustainable Living - C. Malarkodi, P BOOBALSHREE",05-03-2022,290,62,Mar,Bhopal
1161,NSD2022: E-Exhibition - Enlil turbine - Udit Shammi,05-03-2022,1456,359,Mar,Bhopal
1162,"NSD2022: E-Exhibition - Footstep Power Generation - Gaurav, Priyanshu, Meghav",05-03-2022,1413,198,Mar,Bhopal
1163,NSD2022: E-Exhibition Travel of inorganic pesticides & its demerits-RD Tamilarasan & S Thillaiarasan,05-03-2022,309,76,Mar,Bhopal
1164,"NSD2022: E-Exhibition - Ecosystem for Sustainable Living - V. Janani, N. Dipasri",05-03-2022,881,195,Mar,Bhopal
1165,"NSD2022: E-Exhibition - The Smart House - Amaan, Jaykant, Ujjwal",04-03-2022,1767,327,Mar,Bhopal
1166,"NSD2022:  ""Valedictory Function of National Science Week""",03-03-2022,169,9,Mar,Bhopal
1167,"NSD2022: Lecture Series -""Indian Planetary Missions"" By Dr.Anil Bhardwaj",03-03-2022,163,8,Mar,Bhopal
1168,"NSD2022: Lecture Series - ""Science and Technology in Ancient Indian Temples"" By Mr.Dhananjay Raval",03-03-2022,94,5,Mar,Bhopal
1169,"NSD2022: """"Scope of Science Communication Popularization & Extension (SCoPE)"""" By Dr.Nakul Parashar",02-03-2022,118,4,Mar,Bhopal
1170,"NSD2022: E-Exhibition - Inevitable Palmyra - S. Arul, P. Surya Prabhu",02-03-2022,378,85,Mar,Bhopal
1171,NSD2022: Speak for Change -  Shreshtha Singh,02-03-2022,355,41,Mar,Bhopal
1172,"NSD2022: E-Exhibition - A Study on Cuscuta Plant - M. Manoj Kumar, M. Pradeep",02-03-2022,454,117,Mar,Bhopal
1173,NSD2022: E-Exhibition - WATER IRRIGATION DEVICE - DIVSARGUN KAUR,02-03-2022,3040,557,Mar,Bhopal
1174,NSD2022: Speak for Change -  Rishabh Ghoshal,02-03-2022,200,25,Mar,Bhopal
1175,"NSD2022: E-Exhibition - Hygienic Washbasin - Aayush, Ashish",02-03-2022,1782,262,Mar,Bhopal
1176,"NSD2022: E-Exhibition - Generating Electricity from Waste Material - Anshu, Anshika, Alishba",02-03-2022,1578,266,Mar,Bhopal
1177,NSD2022: E-Exhibition - Hybrid Roller Barrier - Komal,02-03-2022,1080,232,Mar,Bhopal
1178,"NSD2022: Lecture Series - """"Solar Spectroscopy in the UV and X-rays"" By Dr.Helen Elizabeth Mason OBE",01-03-2022,154,11,Mar,Bhopal
1179,"NSD2022: Lecture Series- """"Chemistry for Sustainable Development"""" By Dr.Prakash P. Wadgaonkar",01-03-2022,178,8,Mar,Bhopal
1180,"NSD2022: Lecture Series - ""Discovery of Raman Effect"" By Dr.Vasant G.Sathe",01-03-2022,165,9,Mar,Bhopal
1181,"NSD2022: ""Ultracapacitors: The high power flexible energy storage device"" by Dr. Manjusha Shelke",28-02-2022,188,13,Feb,Bhopal
1182,"NSD2022: Lecture Series - ""Energy for Mobility and Stationary Storage"" by Dr. Vilas Shelke",27-02-2022,138,9,Feb,Bhopal
1183,"NSD2022 : Lecture Series: ""Variability of our nearest star & its impact"""" by Prof. Dipankar Banerjee",26-02-2022,196,16,Feb,Bhopal
1184,NSD2022: Speak for Change - A. Ardra,25-02-2022,336,97,Feb,Bhopal
1185,"NSD2022: E-Exhibition - Infrared Tunneling Heat Sink - Daksh, Vidit, Devarsh",25-02-2022,579,179,Feb,Bhopal
1186,NSD2022: Speak for Change - V. Jenithil,25-02-2022,296,86,Feb,Bhopal
1187,NSD2022: Speak for Change - RD Tamilarasan,25-02-2022,348,104,Feb,Bhopal
1188,NSD2022: Speak for Change - Ayan Deghuria,25-02-2022,112,5,Feb,Bhopal
1189,NSD2022: Speak for Change -  Divyansh Sahu,25-02-2022,360,40,Feb,Bhopal
1190,NSD2022: Speak for Change - U. Gokulraj,25-02-2022,301,84,Feb,Bhopal
1191,NSD2022: Speak for Change - S. Dhanushya,25-02-2022,271,80,Feb,Bhopal
1192,NSD2022: Speak for Change - Akshaya R,25-02-2022,123,12,Feb,Bhopal
1193,NSD2022 : Inaugural Function of National Science Week Celebration,25-02-2022,224,21,Feb,Bhopal
1194,VIT Bhopal - Nation wide Workshop cum Contest  “Gameviesta”,12-02-2022,311,18,Feb,Bhopal
1195,VIT Bhopal - Cyber4U,05-02-2022,511,33,Feb,Bhopal
1196,Inaugural Function I AI4U -2021,23-12-2021,350,21,Dec,Bhopal
1197,Collaborative Fuzzy Clustering and its Application,21-12-2021,273,15,Dec,Bhopal
1198,RAJNEET | VIT MUN Club | Day 1 | Inauguration Ceremony | 18 Dec 2021,20-12-2021,509,18,Dec,Bhopal
1199,Inaugural Function - RTASCE - 2021,17-12-2021,608,28,Dec,Bhopal
1200,VIT Bhopal University,15-12-2021,2495,47,Dec,Bhopal
1201,Chancellor | Founder | VIT | Vellore | Bhopal | Chennai | AP | G. Viswanathan | Awards | 83rd Years,09-12-2021,766,25,Dec,Bhopal
1202,Honourable | Chancellor | Dr. G. Viswanathan | VIT Bhopal | 83rd Birthday | Wishes |,08-12-2021,1230,58,Dec,Bhopal
1203,Inaugural ICDACT - 2021,07-12-2021,663,35,Dec,Bhopal
1204,2nd Annual Convocation at VIT Bhopal University | Convocation,06-11-2021,6455,202,Nov,Bhopal
1205,First | Engineering | Convocation | 2021 | Speech | Ms. Kadhambari S Viswanathan | AVP,27-10-2021,50441,67,Oct,Bhopal
1206,CyVIT 2021: International Cybersecurity Conclave (Day 2),19-09-2021,1646,97,Sep,Bhopal
1207,CyVIT 2021: International Cybersecurity Conclave (Day 1),18-09-2021,3418,224,Sep,Bhopal
1208,Architecture | Department | VIT | BHOPAL | Programme | Features | Dean | Dr. Sheetal Sharma,16-08-2021,1340,40,Aug,Bhopal
1209,NATA Exam Pattern | SOA | VIT Bhopal | B.Arch | Dean | Dr. Sheetal Sharma,16-08-2021,474,13,Aug,Bhopal
1210,The Legacy of Placement Records Continues @ VIT Bhopal University,31-07-2021,41663,51,Jul,Bhopal
1211,VIT | BHOPAL | Future of Healthcare,27-07-2021,286,17,Jul,Bhopal
1212,root@vitb~,24-07-2021,604,29,Jul,Bhopal
1213,New Technologies - Next Gen or Career Path for students in new-tech,18-07-2021,1106,58,Jul,Bhopal
1214,Changing the Mindsets,16-07-2021,669,46,Jul,Bhopal
1215,BBA (Bachelor of Business Administration) | VIT Bhopal University,16-07-2021,33498,13,Jul,Bhopal
1216,"5 Years Integrated M.Sc. Biotechnology (5 Years ,+2 ) | VIT Bhopal University",16-07-2021,1580,5,Jul,Bhopal
1217,5 Years Integrated M.Tech CSE  (Specialization in Computational and Data Science) |,16-07-2021,62564,23,Jul,Bhopal
1218,"Integrated M.Tech  Programme  Artificial Intelligence (5 years, after 10+2)",16-07-2021,33615,11,Jul,Bhopal
1219,M.Tech CSE (Specialization in Cyber Security )  | 5 Years Integrated Programmes,16-07-2021,173593,18,Jul,Bhopal
1220,VIT | BHOPAL | AI | ML,15-07-2021,1309,46,Jul,Bhopal
1221,VIT | Bhopal | Our Shield in COVID | Times | Awareness | Discussion,07-07-2021,467,15,Jul,Bhopal
1222,VIT | BHOPAL | TIPS for NATA2021 | PREPARATION | Dr. Sheetal Sharma,07-07-2021,432,23,Jul,Bhopal
1223,VIT | BHOPAL | B.Tech | Bio | Engineering | Student | Testimonials | 2019 | Batch,30-06-2021,709,16,Jun,Bhopal
1224,VIT | BHOPAL |  B.Tech | Bio Engineering | Student's | testimonials | 2018 Batch,30-06-2021,847,26,Jun,Bhopal
1225,VIT | BHOPAL | AL | ML | Events,28-06-2021,853,30,Jun,Bhopal
1226,VIT | BHOPAL |  B.Tech | Mechanical | Engineering | Aerospace | Engineering   Streamline | Dr. Prash,26-06-2021,2529,89,Jun,Bhopal
1227,VIT | BHOPAL | B.Tech | Bio Engineering | Glimpses,26-06-2021,427,8,Jun,Bhopal
1228,VIT | BHOPAL |  B.Tech | CSE | Gaming Technology | Virtual Reality | E-Convocation,26-06-2021,2565,61,Jun,Bhopal
1229,VIT | BHOPAL |  B.Tech | CSE | Gaming Technology | Workshop Gaming,26-06-2021,1401,20,Jun,Bhopal
1230,VIT | BHOPAL |  B.Tech | CSE | Gaming Technology | Highlights | Dr. C K  Behera,26-06-2021,892,21,Jun,Bhopal
1231,Placement | VIT | BHOPAL |  B.Tech | CSE | CORE | Jobs | Campus | Super Dream | Companies,22-06-2021,4110,99,Jun,Bhopal
1232,VIT | BHOPAL |  B.Tech | CSE | CORE | Important | Highlights | Dr. Lakshmi,22-06-2021,910,19,Jun,Bhopal
1233,VIT | BHOPAL |  B.Tech | CSE | Artificial Intelligence & Machine Learning |  Students | Testimonial,21-06-2021,2039,64,Jun,Bhopal
1234,VIT BHOPAL | B.Tech | ECE | AI | Cybernetics | Computer vision | Cybernetics | Dr. Susant Panigrahi,21-06-2021,375,15,Jun,Bhopal
1235,Ransomware Attack: How can an organization be prepared for the changing security threat landscape?,20-06-2021,408,35,Jun,Bhopal
1236,Placement | Testimonial | VIT | BHOPAL | CSE | CAMPUS | LIFE | FINAL YEAR,14-06-2021,5730,133,Jun,Bhopal
1237,Placement | Testimonial | VIT | BHOPAL | Mechincal | Final Year | Student | Campus | Life,14-06-2021,2572,39,Jun,Bhopal
1238,VIT Bhopal | Campus Life | Fun | Cultural | Activities | Clubs | Technical | Learning | Sports,07-06-2021,16099,121,Jun,Bhopal
1239,INAUGURAL FUNCTION OF FACULTY ORIENTATION PROGRAM - FALL 2021-22,01-06-2021,715,27,Jun,Bhopal
1240,International Women's Day Celebrations,08-03-2021,1319,100,Mar,Bhopal
1241,VIT BHOPAL STUDENT Anurag Gadgil ABOUT B.TECH MECHANICAL,06-03-2021,1094,21,Mar,Bhopal
1242,"NSD2021: Exhibition - Junior Level - Automatic Street Light Controller  - Akshat, Abdul & Aman",02-03-2021,1664,340,Mar,Bhopal
1243,HARSHITA NAIDU  ABOUT B.Tech In VIT Bhopal | B.Tech in VIT Bhopal,02-03-2021,1122,0,Mar,Bhopal
1244,ADHIRA GERA ABOUT B.Tech Cyber Security  In VIT Bhopal | Cyber Security in VIT Bhopal,02-03-2021,1440,44,Mar,Bhopal
1245,VIT Bhopal University welcomes the new Vice Chancellor Dr. U. Kamachi Mudali,01-03-2021,1906,116,Mar,Bhopal
1246,"NSD2021: Exhibition - Junior Level - Sanitization Button - Divsargun,  Hargun & Mahnoor",01-03-2021,4458,588,Mar,Bhopal
1247,NSD2021-Valedictory Function of Science Week Celebration,28-02-2021,365,28,Feb,Bhopal
1248,"NSD2021-Lecture Series-""What is Heliophysics"" by Dr. Madhulika Guhathakurta, NASA HQ",28-02-2021,496,49,Feb,Bhopal
1249,"NSD2021-Lecture Series-""The COSPAR Capacity Building Initiative and its New Horizons"" by Dr. Carlos",27-02-2021,234,22,Feb,Bhopal
1250,"NSD2021-Lecture Series-""Waves and Flows in the Sun's Atmosphere"" by Dr. A.K. Srivastava, IIT BHU",27-02-2021,316,28,Feb,Bhopal
1251,"AI CONCLAVE 21, Visual Attention Model: Exploring the Field Of Computer Vision By  Dr. Onkar Krishna",27-02-2021,195,12,Feb,Bhopal
1252,"NSD2021: Exhibition - Senior Level  - Ayush Sharma, Abhishek Kumar & Bhuvnesh Sharma",26-02-2021,2405,502,Feb,Bhopal
1253,"AI CONCLAVE 21, Panel Speakers",26-02-2021,226,15,Feb,Bhopal
1254,International Colloquium | Recent Advancements | Photonics (ICAP 2021) | VIT Bhopal,26-02-2021,232,10,Feb,Bhopal
1255,"AI CONCLAVE 21, By Dr.Rajendra Prasath",26-02-2021,255,15,Feb,Bhopal
1256,NSD2021: Exhibition - Senior Level - Future of Science and Astronomy | Surbhi Kumari,26-02-2021,287,61,Feb,Bhopal
1257,Inaugural function of AI Conclave 21,26-02-2021,485,35,Feb,Bhopal
1258,NSD2021: Exhibition - Senior Level - Miniature Wind Turbine - S. THILLAIARASAN & R.D. TAMILARASAN,26-02-2021,438,89,Feb,Bhopal
1259,NSD2021: Exhibition - Senior Level - GreenHouse Evolution (Vermicompost),26-02-2021,907,209,Feb,Bhopal
1260,NSD2021: Exhibition - Senior Level - Open Defecation - R.D. Gokulnath & A. Vimal Selvan,26-02-2021,404,100,Feb,Bhopal
1261,"NSD2021-Lecture Series: by Dr. Debi Prasad Choudhary, California State University Northridge",26-02-2021,417,35,Feb,Bhopal
1262,"NSD2021-Lecture Series ""Innovative Science Experiments"" by Mr. Dhananjay Raval",25-02-2021,976,60,Feb,Bhopal
1263,NSD2021: Exhibition - Junior Level - IOT Mask - Sai Smaran,25-02-2021,260,21,Feb,Bhopal
1264,"NSD2021-Lecture Series ""Search for life beyond our abode"" by Dr. C.M. Nautiyal, INSA",24-02-2021,263,22,Feb,Bhopal
1265,"NSD2021-Lecture Series: ""Current Affairs in Astrophysics"" by Dr. Vishal Joshi, PRL, Ahmedabad",23-02-2021,514,48,Feb,Bhopal
1266,"NSD2021-Lecture Series: ""Aditya Mission and It's Challenges"" by Dr. Durgesh Tripathi, IUCAA, Pune",22-02-2021,629,69,Feb,Bhopal
1267,NSD2021: Inaugural Function of National Science Week Celebration,22-02-2021,1120,103,Feb,Bhopal
1268,Start-Up Conclave 2.0,18-02-2021,1134,75,Feb,Bhopal
1269,Expert Talk | Dr. Minakshi Munshi | International | Science Day | February 11,18-02-2021,109,5,Feb,Bhopal
1270,VIT Bhopal | AI4U | E-Workshop| 2nd & 3rd January 2021 | Limited Seats,24-12-2020,527,29,Dec,Bhopal
1271,VIT | Founder & Chancellor | Birthday | 8th December 2020 |  VITBhopal,08-12-2020,1530,83,Dec,Bhopal
1272,VIT | Founder & Chancellor | Birthday | Media Leaders | 8th Dec 2020 | VITBhopal,08-12-2020,762,20,Dec,Bhopal
1273,Virtual Reality E Convocation VIT Bhopal | 1st Annual Convocation | Virtual Convocation | VREC'20,10-11-2020,1748,40,Nov,Bhopal
1274,First Annual Convocation | VIT Bhopal | Virtual Reality based E-Convocation | VREC'20,08-11-2020,2632,83,Nov,Bhopal
1275,M.Sc. Biotechnology | 5 Years Integrated Course |  VITBhopal,26-09-2020,5386,91,Sep,Bhopal
1276,VIT Bhopal Stars 2020,21-09-2020,1695,49,Sep,Bhopal
1277,School of Bioengineering and Biotechnology - Faculty Perspective | VIT Bhopal,16-09-2020,2079,40,Sep,Bhopal
1278,Non Newtonian Fluids | Education | Bioengineering | VIT BHOPAL,16-09-2020,749,25,Sep,Bhopal
1279,How to participate VIT Bhopal First year Inaugural Function 2020,15-09-2020,3967,87,Sep,Bhopal
1280,The first Indian Chapter of Women in Cyber Security (WiCyS) - USA inaugurated | VIT Bhopal,14-09-2020,651,15,Sep,Bhopal
1281,VLSI Lab | VIT Bhopal,13-09-2020,1225,39,Sep,Bhopal
1282,Analog & Communication Studio | VIT Bhopal,13-09-2020,853,37,Sep,Bhopal
1283,Electrical Studio | VIT Bhopal,13-09-2020,444,21,Sep,Bhopal
1284,Electronics Studio | VIT Bhopal,13-09-2020,556,20,Sep,Bhopal
1285,Music performance on Teachers Day,07-09-2020,2381,,Sep,Bhopal
1286,Mechanical & Aerospace Engineering | VIT Bhopal,07-09-2020,4574,148,Sep,Bhopal
1287,Mathematics Studio | VIT Bhopal,07-09-2020,3437,174,Sep,Bhopal
1288,Bio Engineering Lab | VIT Bhopal,07-09-2020,481,15,Sep,Bhopal
1289,Chemistry Studio | VIT Bhopal,07-09-2020,769,30,Sep,Bhopal
1290,Computer Studio | VIT Bhopal,07-09-2020,2428,66,Sep,Bhopal
1291,Music performance on Teachers Day,07-09-2020,0,,Sep,Bhopal
1292,B.Tech | Bioengineering | Studio | VIT Bhopal,07-09-2020,2809,59,Sep,Bhopal
